Ambulance_ID,Ambulance_Name,Status,Location,Latitude,Longitude,City
115,Swift 115,In Transit,"Sadashivanagar, Bangalore",13.0052,77.5784,Bangalore
116,Apex 116,Available,"Koramangala, Bangalore",12.9382,77.6225,Bangalore
117,Rapid 117,Available,"Whitefield, Bangalore",12.9692,77.7509,Bangalore
118,Rapid 118,In Transit,"Sadashivanagar, Bangalore",13.0083,77.5733,Bangalore
119,Care 119,Available,"Indiranagar, Bangalore",12.9702,77.6453,Bangalore
120,Rapid 120,In Transit,"Electronic City, Bangalore",12.8449,77.6653,Bangalore
121,Medi 121,Available,"Whitefield, Bangalore",12.965,77.7521,Bangalore
122,Rescue 122,In Transit,"Banashankari, Bangalore",12.9305,77.5425,Bangalore
123,Lifeline 123,In Transit,"Banashankari, Bangalore",12.9263,77.5462,Bangalore
124,Lifeline 124,Available,"Indiranagar, Bangalore",12.9743,77.6418,Bangalore
125,Lifeline 125,Available,"Whitefield, Bangalore",12.9651,77.7508,Bangalore
126,Medi 126,In Transit,"Malleswaram, Bangalore",13.0058,77.564,Bangalore
127,Apex 127,In Transit,"Electronic City, Bangalore",12.8356,77.6601,Bangalore
128,Lifeline 128,Available,"Whitefield, Bangalore",12.9694,77.7478,Bangalore
129,Lifeline 129,Available,"Sadashivanagar, Bangalore",13.0091,77.5784,Bangalore
130,Rescue 130,Available,"Jayanagar, Bangalore",12.9288,77.5889,Bangalore
131,Medi 131,Available,"Whitefield, Bangalore",12.97,77.7551,Bangalore
132,Rescue 132,In Transit,"Whitefield, Bangalore",12.9737,77.7463,Bangalore
133,Swift 133,Available,"Jayanagar, Bangalore",12.9322,77.5856,Bangalore
134,Care 134,In Transit,"Jayanagar, Bangalore",12.9274,77.5809,Bangalore
135,Swift 135,In Transit,"Bellandur, Bangalore",12.9369,77.6741,Bangalore
136,Apex 136,In Transit,"Sadashivanagar, Bangalore",13.0078,77.5714,Bangalore
137,Rescue 137,Available,"Rajajinagar, Bangalore",12.9895,77.5544,Bangalore
138,Rapid 138,Available,"Rajajinagar, Bangalore",12.9881,77.5543,Bangalore
139,Lifeline 139,In Transit,"Jayanagar, Bangalore",12.927,77.583,Bangalore
140,Rapid 140,Available,"Sadashivanagar, Bangalore",13.0122,77.5736,Bangalore
141,Rescue 141,Available,"Electronic City, Bangalore",12.8388,77.6661,Bangalore
142,Swift 142,Available,"Banashankari, Bangalore",12.9292,77.5419,Bangalore
143,Rapid 143,Available,"Sarjapur Road, Bangalore",12.9196,77.6703,Bangalore
144,Rapid 144,Available,"Malleswaram, Bangalore",13.0048,77.5713,Bangalore
145,Care 145,Available,"Sadashivanagar, Bangalore",13.0116,77.5726,Bangalore
146,Rapid 146,In Transit,"Jayanagar, Bangalore",12.925,77.5849,Bangalore
147,Medi 147,In Transit,"Sarjapur Road, Bangalore",12.9283,77.6762,Bangalore
148,Apex 148,Available,"HSR Layout, Bangalore",12.914,77.6359,Bangalore
149,Lifeline 149,Available,"Rajajinagar, Bangalore",12.9921,77.5489,Bangalore
150,Rescue 150,Available,"Banashankari, Bangalore",12.9291,77.5446,Bangalore
151,Swift 151,Available,"Gachibowli, Hyderabad",17.4408,78.3522,Hyderabad
152,Lifeline 152,Available,"Financial District, Hyderabad",17.4123,78.3176,Hyderabad
153,Lifeline 153,Available,"Manikonda, Hyderabad",17.4095,78.384,Hyderabad
154,Rescue 154,Available,"KBR Park Road Area, Hyderabad",17.4242,78.4306,Hyderabad
155,Rapid 155,Available,"Madhapur, Hyderabad",17.4492,78.3903,Hyderabad
156,Swift 156,Available,"KothaGuda, Hyderabad",17.459,78.3786,Hyderabad
157,Apex 157,Available,"KBR Park Road Area, Hyderabad",17.4223,78.4321,Hyderabad
158,Care 158,In Transit,"Financial District, Hyderabad",17.4179,78.3107,Hyderabad
159,Apex 159,Available,"Financial District, Hyderabad",17.411,78.3152,Hyderabad
160,Rescue 160,In Transit,"Kondapur, Hyderabad",17.4622,78.375,Hyderabad
161,Apex 161,Available,"KothaGuda, Hyderabad",17.4568,78.3789,Hyderabad
162,Swift 162,In Transit,"Manikonda, Hyderabad",17.4121,78.3829,Hyderabad
163,Care 163,In Transit,"Hitech City, Hyderabad",17.4468,78.3702,Hyderabad
164,Rapid 164,In Transit,"Kondapur, Hyderabad",17.4635,78.3675,Hyderabad
165,Lifeline 165,Available,"Begumpet, Hyderabad",17.4364,78.4752,Hyderabad
166,Apex 166,In Transit,"KBR Park Road Area, Hyderabad",17.4201,78.4351,Hyderabad
167,Rapid 167,In Transit,"Jubilee Hills, Hyderabad",17.4376,78.4038,Hyderabad
168,Care 168,Available,"Financial District, Hyderabad",17.4152,78.311,Hyderabad
169,Rescue 169,Available,"Kondapur, Hyderabad",17.457,78.3739,Hyderabad
170,Rapid 170,Available,"KBR Park Road Area, Hyderabad",17.416,78.4396,Hyderabad
171,Apex 171,In Transit,"KothaGuda, Hyderabad",17.4607,78.385,Hyderabad
172,Apex 172,In Transit,"Banjara Hills, Hyderabad",17.4151,78.4366,Hyderabad
173,Rescue 173,In Transit,"Madhapur, Hyderabad",17.4478,78.391,Hyderabad
174,Lifeline 174,Available,"Manikonda, Hyderabad",17.4139,78.3846,Hyderabad
175,Swift 175,In Transit,"Banjara Hills, Hyderabad",17.4132,78.4333,Hyderabad
176,Care 176,Available,"Banjara Hills, Hyderabad",17.4154,78.4333,Hyderabad
177,Rapid 177,Available,"Financial District, Hyderabad",17.4117,78.3131,Hyderabad
178,Rapid 178,In Transit,"Banjara Hills, Hyderabad",17.4106,78.4344,Hyderabad
179,Medi 179,In Transit,"Gachibowli, Hyderabad",17.4413,78.3481,Hyderabad
180,Apex 180,Available,"Manikonda, Hyderabad",17.4134,78.3821,Hyderabad
181,Apex 181,In Transit,"Kondapur, Hyderabad",17.4555,78.3664,Hyderabad
182,Care 182,In Transit,"Kondapur, Hyderabad",17.4551,78.3713,Hyderabad
183,Apex 183,In Transit,"KothaGuda, Hyderabad",17.4586,78.3834,Hyderabad
184,Rapid 184,In Transit,"KBR Park Road Area, Hyderabad",17.4213,78.4313,Hyderabad
185,Apex 185,In Transit,"Begumpet, Hyderabad",17.4365,78.4741,Hyderabad
186,Lifeline 186,In Transit,"Jubilee Hills, Hyderabad",17.4325,78.4091,Hyderabad
187,Swift 187,Available,"Kondapur, Hyderabad",17.4576,78.3741,Hyderabad
188,Medi 188,Available,"Begumpet, Hyderabad",17.435,78.472,Hyderabad
189,Lifeline 189,Available,"Jubilee Hills, Hyderabad",17.4343,78.4072,Hyderabad
190,Care 190,In Transit,"Jubilee Hills, Hyderabad",17.437,78.4057,Hyderabad
191,Lifeline 191,Available,"Manikonda, Hyderabad",17.4089,78.3857,Hyderabad
192,Care 192,Available,"Jubilee Hills, Hyderabad",17.4319,78.4048,Hyderabad
193,Medi 193,Available,"KBR Park Road Area, Hyderabad",17.4233,78.43,Hyderabad
194,Apex 194,Available,"Madhapur, Hyderabad",17.4558,78.3868,Hyderabad
195,Swift 195,In Transit,"Madhapur, Hyderabad",17.4548,78.3897,Hyderabad
196,Care 196,In Transit,"Gachibowli, Hyderabad",17.4439,78.3471,Hyderabad
197,Lifeline 197,Available,"Gachibowli, Hyderabad",17.4478,78.3514,Hyderabad
198,Lifeline 198,In Transit,"Madhapur, Hyderabad",17.4518,78.3866,Hyderabad
199,Care 199,Available,"Madhapur, Hyderabad",17.4508,78.3928,Hyderabad
200,Rapid 200,In Transit,"Manikonda, Hyderabad",17.4101,78.3881,Hyderabad
201,Care 201,Available,"Ballygunge, Kolkata",22.515,88.365,Kolkata
202,Lifeline 202,Available,"New Town, Kolkata",22.5722,88.4791,Kolkata
203,Care 203,In Transit,"Jodhpur Park, Kolkata",22.4956,88.378,Kolkata
204,Lifeline 204,Available,"New Town, Kolkata",22.5683,88.482,Kolkata
205,Lifeline 205,Available,"Queens Park, Kolkata",22.5129,88.3626,Kolkata
206,Swift 206,In Transit,"Salt Lake City, Kolkata",22.57,88.4245,Kolkata
207,Swift 207,In Transit,"Lake Gardens, Kolkata",22.4977,88.356,Kolkata
208,Care 208,In Transit,"Loudon Street, Kolkata",22.5458,88.3477,Kolkata
209,Rapid 209,Available,"Queens Park, Kolkata",22.5069,88.3668,Kolkata
210,Lifeline 210,Available,"Loudon Street, Kolkata",22.5464,88.3475,Kolkata
211,Apex 211,In Transit,"Ballygunge, Kolkata",22.5215,88.3572,Kolkata
212,Swift 212,Available,"Salt Lake City, Kolkata",22.5689,88.4244,Kolkata
213,Care 213,Available,"Park Street, Kolkata",22.5484,88.3543,Kolkata
214,Lifeline 214,In Transit,"Bhowanipore, Kolkata",22.5244,88.344,Kolkata
215,Care 215,In Transit,"Park Street, Kolkata",22.5547,88.3473,Kolkata
216,Rescue 216,In Transit,"Gariahat, Kolkata",22.5031,88.3678,Kolkata
217,Apex 217,Available,"Park Street, Kolkata",22.554,88.348,Kolkata
218,Lifeline 218,In Transit,"Loudon Street, Kolkata",22.5476,88.3547,Kolkata
219,Rapid 219,Available,"Jodhpur Park, Kolkata",22.493,88.3797,Kolkata
220,Rescue 220,Available,"Loudon Street, Kolkata",22.5512,88.3549,Kolkata
221,Medi 221,Available,"Howrah, Kolkata",22.5777,88.3208,Kolkata
222,Swift 222,In Transit,"Bhowanipore, Kolkata",22.5314,88.3408,Kolkata
223,Rapid 223,In Transit,"Bhowanipore, Kolkata",22.527,88.3412,Kolkata
224,Lifeline 224,Available,"Lake Gardens, Kolkata",22.5003,88.3581,Kolkata
225,Care 225,Available,"Gariahat, Kolkata",22.5036,88.3669,Kolkata
226,Rescue 226,Available,"Alipore, Kolkata",22.5139,88.3315,Kolkata
227,Lifeline 227,In Transit,"Queens Park, Kolkata",22.5088,88.3645,Kolkata
228,Lifeline 228,Available,"Gariahat, Kolkata",22.4959,88.363,Kolkata
229,Care 229,In Transit,"Alipore, Kolkata",22.517,88.3306,Kolkata
230,Apex 230,Available,"Loudon Street, Kolkata",22.5518,88.3485,Kolkata
231,Care 231,Available,"Alipore, Kolkata",22.5154,88.3333,Kolkata
232,Rescue 232,In Transit,"Alipore, Kolkata",22.5131,88.3343,Kolkata
233,Medi 233,Available,"Lake Gardens, Kolkata",22.5007,88.3634,Kolkata
234,Apex 234,In Transit,"Park Street, Kolkata",22.5509,88.3501,Kolkata
235,Rescue 235,In Transit,"Alipore, Kolkata",22.5198,88.3299,Kolkata
236,Care 236,Available,"Howrah, Kolkata",22.5821,88.3222,Kolkata
237,Care 237,Available,"Howrah, Kolkata",22.5784,88.3174,Kolkata
238,Apex 238,In Transit,"Park Street, Kolkata",22.5574,88.348,Kolkata
239,Rapid 239,In Transit,"Lake Gardens, Kolkata",22.5043,88.3563,Kolkata
240,Rescue 240,Available,"Park Street, Kolkata",22.5569,88.3503,Kolkata
241,Lifeline 241,In Transit,"Jodhpur Park, Kolkata",22.4918,88.3722,Kolkata
242,Rapid 242,In Transit,"Howrah, Kolkata",22.5838,88.3217,Kolkata
243,Lifeline 243,In Transit,"Jodhpur Park, Kolkata",22.4941,88.3755,Kolkata
244,Care 244,Available,"Queens Park, Kolkata",22.513,88.3677,Kolkata
245,Rescue 245,In Transit,"Jodhpur Park, Kolkata",22.4958,88.3719,Kolkata
246,Medi 246,In Transit,"Jodhpur Park, Kolkata",22.4922,88.3773,Kolkata
247,Lifeline 247,Available,"Gariahat, Kolkata",22.5007,88.3654,Kolkata
248,Swift 248,In Transit,"Alipore, Kolkata",22.5218,88.3298,Kolkata
249,Care 249,In Transit,"Jodhpur Park, Kolkata",22.4974,88.3703,Kolkata
250,Apex 250,In Transit,"Loudon Street, Kolkata",22.5449,88.3532,Kolkata
